sale_id,date,product_code,quantity,unit_price,discount_pct,discount_value,total,payment_type,seller_name
903,2024-05-22,P004,1,900,1.18,10.62,889.38,pix,Carla
904,2024-05-23,P004,3,900,3.8,102.6,2597.4,pix,Ana
905,2024-05-23,P001,2,3500,4.67,326.9,6673.1,dinheiro,Diego
906,2024-05-23,P001,2,3500,13.07,914.9,6085.1,cartao_credito,Diego
907,2024-05-23,P002,2,50,1.96,1.96,98.04,cartao_credito,Bruno
908,2024-05-23,P003,1,250,2.77,6.92,243.07,pix,Diego
909,2024-05-24,P001,3,3500,10.87,1141.35,9358.65,cartao_credito,Carla
910,2024-05-24,P003,1,250,7.3,18.25,231.75,cartao_credito,Carla
911,2024-05-24,P005,1,180,6.9,12.42,167.58,pix,Ana
912,2024-05-24,P005,2,180,12.13,43.67,316.33,cartao_credito,Ana
913,2024-05-24,P003,1,250,7.12,17.8,232.2,pix,Carla
914,2024-05-24,P004,3,900,2.88,77.76,2622.24,cartao_credito,Bruno
915,2024-05-25,P003,1,250,7.8,19.5,230.5,cartao_credito,Carla
916,2024-05-25,P001,3,3500,2.36,247.8,10252.2,pix,Ana
917,2024-05-25,P001,1,3500,7.05,246.75,3253.25,dinheiro,Ana
918,2024-05-25,P003,2,250,6.38,31.9,468.1,pix,Bruno
919,2024-05-25,P002,2,50,0.51,0.51,99.49,dinheiro,Bruno
920,2024-05-25,P003,1,250,4.33,10.82,239.18,cartao_credito,Diego
921,2024-05-25,P004,2,900,2.69,48.42,1751.58,dinheiro,Ana
922,2024-05-25,P002,2,50,5.65,5.65,94.35,pix,Bruno
923,2024-05-25,P003,1,250,8.83,22.07,227.93,cartao_credito,Bruno
924,2024-05-25,P004,3,900,12.57,339.39,2360.61,cartao_credito,Bruno
925,2024-05-25,P005,1,180,6.87,12.37,167.63,cartao_credito,Diego
926,2024-05-26,P003,2,250,8.95,44.75,455.25,pix,Carla
927,2024-05-26,P003,1,250,2.43,6.08,243.93,dinheiro,Ana
928,2024-05-26,P005,2,180,6.09,21.92,338.08,dinheiro,Carla
929,2024-05-26,P003,3,250,5.96,44.7,705.3,pix,Ana
930,2024-05-26,P001,3,3500,0.59,61.95,10438.05,cartao_credito,Carla
931,2024-05-26,P002,2,50,1.69,1.69,98.31,pix,Bruno
932,2024-05-27,P001,1,3500,2.24,78.4,3421.6,cartao_credito,Carla
933,2024-05-27,P001,3,3500,1.19,124.95,10375.05,pix,Diego
934,2024-05-27,P005,3,180,2.3,12.42,527.58,pix,Ana
935,2024-05-27,P002,2,50,3.94,3.94,96.06,pix,Bruno
936,2024-05-28,P003,3,250,5.88,44.1,705.9,cartao_credito,Bruno
937,2024-05-28,P003,3,250,3.73,27.98,722.02,pix,Carla
938,2024-05-29,P005,1,180,6.14,11.05,168.95,dinheiro,Ana
939,2024-05-29,P005,3,180,7.89,42.61,497.39,dinheiro,Carla
940,2024-05-30,P004,3,900,0.47,12.69,2687.31,pix,Diego
941,2024-05-30,P005,2,180,7.76,27.94,332.06,pix,Bruno
942,2024-05-30,P001,2,3500,2.55,178.5,6821.5,cartao_credito,Diego
943,2024-05-30,P004,3,900,5.52,149.04,2550.96,dinheiro,Bruno
944,2024-05-31,P004,2,900,3.48,62.64,1737.36,pix,Bruno
945,2024-05-31,P005,1,180,4.37,7.87,172.13,dinheiro,Ana
946,2024-05-31,P001,3,3500,5.56,583.8,9916.2,dinheiro,Diego
947,2024-05-31,P002,3,50,4.8,7.2,142.8,cartao_credito,Ana
948,2024-05-31,P002,2,50,11.53,11.53,88.47,cartao_credito,Ana
949,2024-05-31,P001,1,3500,9.73,340.55,3159.45,pix,Bruno
950,2024-05-31,P004,2,900,4.82,86.76,1713.24,dinheiro,Ana
951,2024-05-31,P004,2,900,2.27,40.86,1759.14,pix,Diego
952,2024-05-31,P002,2,50,4.62,4.62,95.38,dinheiro,Ana
953,2024-06-01,P004,3,900,9.18,247.86,2452.14,dinheiro,Ana
954,2024-06-01,P004,1,900,4.86,43.74,856.26,pix,Diego
955,2024-06-01,P002,1,50,8.5,4.25,45.75,pix,Ana
956,2024-06-01,P004,1,900,5.0,45.0,855.0,cartao_credito,Carla
957,2024-06-01,P004,1,900,7.85,70.65,829.35,dinheiro,Bruno
958,2024-06-01,P001,2,3500,9.4,658.0,6342.0,cartao_credito,Bruno
959,2024-06-01,P004,3,900,8.42,227.34,2472.66,dinheiro,Ana
960,2024-06-01,P001,1,3500,4.37,152.95,3347.05,pix,Carla
961,2024-06-01,P005,1,180,3.03,5.45,174.55,pix,Carla
962,2024-06-01,P001,3,3500,4.06,426.3,10073.7,pix,Carla
963,2024-06-02,P005,1,180,9.34,16.81,163.19,pix,Carla
964,2024-06-02,P003,3,250,13.14,98.55,651.45,cartao_credito,Carla
965,2024-06-02,P003,2,250,1.35,6.75,493.25,dinheiro,Diego
966,2024-06-02,P002,1,50,8.77,4.38,45.62,cartao_credito,Diego
967,2024-06-02,P003,1,250,6.32,15.8,234.2,dinheiro,Carla
968,2024-06-02,P002,1,50,0.27,0.14,49.87,dinheiro,Bruno
969,2024-06-03,P002,1,50,10.77,5.38,44.62,cartao_credito,Carla
970,2024-06-03,P002,1,50,4.42,2.21,47.79,pix,Ana
971,2024-06-03,P002,3,50,4.42,6.63,143.37,cartao_credito,Ana
972,2024-06-03,P004,3,900,3.65,98.55,2601.45,pix,Ana
973,2024-06-03,P001,1,3500,8.88,310.8,3189.2,pix,Ana
974,2024-06-03,P003,1,250,1.01,2.52,247.47,cartao_credito,Diego
975,2024-06-03,P004,2,900,1.03,18.54,1781.46,pix,Ana
976,2024-06-04,P001,1,3500,8.8,308.0,3192.0,pix,Bruno
977,2024-06-04,P003,1,250,1.14,2.85,247.15,pix,Diego
978,2024-06-04,P003,2,250,0.16,0.8,499.2,pix,Bruno
979,2024-06-05,P005,2,180,9.09,32.72,327.28,pix,Bruno
980,2024-06-05,P001,1,3500,1.7,59.5,3440.5,dinheiro,Diego
981,2024-06-05,P001,1,3500,0.31,10.85,3489.15,cartao_credito,Diego
982,2024-06-06,P004,1,900,5.69,51.21,848.79,dinheiro,Bruno
983,2024-06-06,P003,3,250,3.8,28.5,721.5,pix,Carla
984,2024-06-06,P004,3,900,2.45,66.15,2633.85,pix,Carla
985,2024-06-06,P005,1,180,0.56,1.01,178.99,cartao_credito,Carla
986,2024-06-06,P003,2,250,9.39,46.95,453.05,dinheiro,Diego
987,2024-06-07,P002,3,50,7.08,10.62,139.38,dinheiro,Ana
988,2024-06-07,P004,1,900,1.89,17.01,882.99,cartao_credito,Diego
989,2024-06-07,P005,3,180,0.67,3.62,536.38,dinheiro,Carla
990,2024-06-07,P003,2,250,7.72,38.6,461.4,cartao_credito,Diego
991,2024-06-07,P004,1,900,4.96,44.64,855.36,dinheiro,Ana
992,2024-06-07,P003,3,250,4.27,32.02,717.98,dinheiro,Diego
993,2024-06-08,P002,3,50,7.22,10.83,139.17,cartao_credito,Bruno
994,2024-06-08,P004,3,900,13.61,367.47,2332.53,cartao_credito,Bruno
995,2024-06-08,P005,1,180,9.12,16.42,163.58,dinheiro,Ana
996,2024-06-08,P005,1,180,0.59,1.06,178.94,pix,Ana
997,2024-06-08,P003,3,250,6.31,47.32,702.67,pix,Carla
998,2024-06-08,P002,1,50,2.82,1.41,48.59,pix,Bruno
999,2024-06-09,P001,2,3500,2.48,173.6,6826.4,dinheiro,Bruno
1000,2024-06-09,P002,3,50,8.65,12.98,137.03,cartao_credito,Diego
1001,2024-06-09,P005,1,180,11.85,21.33,158.67,cartao_credito,Carla
1002,2024-06-09,P004,3,900,12.87,347.49,2352.51,cartao_credito,Diego
1003,2024-06-09,P005,1,180,6.13,11.03,168.97,dinheiro,Diego
1004,2024-06-09,P001,2,3500,9.19,643.3,6356.7,cartao_credito,Diego
1005,2024-06-09,P004,1,900,10.34,93.06,806.94,cartao_credito,Carla
1006,2024-06-09,P001,2,3500,2.06,144.2,6855.8,dinheiro,Ana
1007,2024-06-09,P004,2,900,9.86,177.48,1622.52,pix,Diego
1008,2024-06-09,P002,2,50,4.72,4.72,95.28,dinheiro,Ana
1009,2024-06-10,P003,2,250,7.31,36.55,463.45,pix,Carla
1010,2024-06-10,P002,2,50,8.43,8.43,91.57,dinheiro,Carla
1011,2024-06-10,P003,2,250,9.71,48.55,451.45,pix,Diego
1012,2024-06-10,P003,3,250,4.58,34.35,715.65,cartao_credito,Ana
1013,2024-06-10,P002,1,50,3.71,1.85,48.15,dinheiro,Bruno
1014,2024-06-10,P001,2,3500,14.23,996.1,6003.9,cartao_credito,Diego
1015,2024-06-10,P004,2,900,8.76,157.68,1642.32,dinheiro,Carla
1016,2024-06-10,P001,1,3500,2.43,85.05,3414.95,dinheiro,Bruno
1017,2024-06-10,P003,2,250,4.02,20.1,479.9,dinheiro,Ana
1018,2024-06-10,P001,1,3500,6.47,226.45,3273.55,cartao_credito,Diego
1019,2024-06-11,P005,3,180,1.22,6.59,533.41,dinheiro,Carla
1020,2024-06-11,P003,1,250,8.08,20.2,229.8,pix,Diego
1021,2024-06-11,P001,3,3500,6.18,648.9,9851.1,pix,Bruno
1022,2024-06-11,P003,2,250,1.84,9.2,490.8,cartao_credito,Diego
1023,2024-06-11,P002,3,50,14.43,21.64,128.36,cartao_credito,Bruno
1024,2024-06-11,P005,2,180,4.35,15.66,344.34,pix,Bruno
1025,2024-06-11,P001,3,3500,3.96,415.8,10084.2,pix,Carla
1026,2024-06-11,P005,3,180,9.84,53.14,486.86,pix,Carla
1027,2024-06-12,P004,2,900,6.29,113.22,1686.78,pix,Ana
1028,2024-06-12,P004,3,900,13.74,370.98,2329.02,cartao_credito,Carla
1029,2024-06-12,P001,2,3500,12.68,887.6,6112.4,cartao_credito,Carla
1030,2024-06-12,P001,2,3500,9.41,658.7,6341.3,cartao_credito,Bruno
1031,2024-06-12,P005,2,180,0.59,2.12,357.88,pix,Carla
1032,2024-06-12,P002,3,50,3.4,5.1,144.9,pix,Diego
1033,2024-06-12,P004,3,900,2.74,73.98,2626.02,pix,Bruno
1034,2024-06-12,P001,1,3500,3.41,119.35,3380.65,dinheiro,Carla
1035,2024-06-12,P003,2,250,8.24,41.2,458.8,dinheiro,Carla
1036,2024-06-13,P001,1,3500,10.83,379.05,3120.95,cartao_credito,Bruno
1037,2024-06-13,P005,3,180,3.5,18.9,521.1,pix,Ana
1038,2024-06-13,P005,3,180,13.35,72.09,467.91,cartao_credito,Bruno
1039,2024-06-13,P001,3,3500,9.41,988.05,9511.95,dinheiro,Bruno
1040,2024-06-13,P002,2,50,4.4,4.4,95.6,dinheiro,Carla
1041,2024-06-14,P001,3,3500,11.08,1163.4,9336.6,cartao_credito,Diego
1042,2024-06-14,P003,3,250,3.27,24.52,725.48,pix,Carla
1043,2024-06-14,P001,2,3500,12.35,864.5,6135.5,cartao_credito,Ana
1044,2024-06-14,P004,3,900,10.62,286.74,2413.26,cartao_credito,Diego
1045,2024-06-14,P005,2,180,9.27,33.37,326.63,cartao_credito,Ana
1046,2024-06-14,P001,2,3500,13.56,949.2,6050.8,cartao_credito,Ana
1047,2024-06-15,P003,1,250,8.24,20.6,229.4,dinheiro,Bruno
1048,2024-06-15,P002,1,50,8.13,4.07,45.94,cartao_credito,Diego
1049,2024-06-15,P002,1,50,0.35,0.17,49.83,dinheiro,Carla
1050,2024-06-15,P001,1,3500,11.85,414.75,3085.25,cartao_credito,Diego
1051,2024-06-15,P004,1,900,6.13,55.17,844.83,pix,Bruno
1052,2024-06-15,P001,1,3500,1.39,48.65,3451.35,dinheiro,Carla
1053,2024-06-16,P003,3,250,8.24,61.8,688.2,cartao_credito,Diego
1054,2024-06-16,P002,1,50,1.65,0.83,49.17,cartao_credito,Bruno
1055,2024-06-16,P002,3,50,2.8,4.2,145.8,dinheiro,Carla
1056,2024-06-16,P003,2,250,4.34,21.7,478.3,dinheiro,Carla
1057,2024-06-16,P002,1,50,8.04,4.02,45.98,pix,Carla
1058,2024-06-16,P003,3,250,2.54,19.05,730.95,dinheiro,Carla
1059,2024-06-16,P003,2,250,4.87,24.35,475.65,cartao_credito,Ana
1060,2024-06-17,P002,1,50,4.86,2.43,47.57,pix,Diego
1061,2024-06-17,P002,2,50,6.35,6.35,93.65,dinheiro,Carla
1062,2024-06-17,P003,2,250,5.12,25.6,474.4,cartao_credito,Diego
1063,2024-06-17,P005,1,180,5.47,9.85,170.15,cartao_credito,Bruno
1064,2024-06-18,P002,1,50,1.16,0.58,49.42,cartao_credito,Bruno
1065,2024-06-18,P001,1,3500,0.74,25.9,3474.1,dinheiro,Diego
1066,2024-06-18,P004,1,900,2.6,23.4,876.6,pix,Bruno
1067,2024-06-18,P003,3,250,14.85,111.38,638.62,cartao_credito,Ana
1068,2024-06-18,P003,1,250,3.61,9.03,240.97,dinheiro,Ana
1069,2024-06-18,P001,3,3500,10.58,1110.9,9389.1,cartao_credito,Carla
1070,2024-06-18,P005,3,180,4.39,23.71,516.29,pix,Carla
1071,2024-06-18,P004,1,900,4.88,43.92,856.08,cartao_credito,Carla
1072,2024-06-18,P005,2,180,4.67,16.81,343.19,pix,Ana
1073,2024-06-18,P003,2,250,1.5,7.5,492.5,pix,Ana
1074,2024-06-19,P005,1,180,9.64,17.35,162.65,dinheiro,Bruno
1075,2024-06-19,P002,3,50,5.03,7.55,142.46,pix,Bruno
1076,2024-06-19,P003,1,250,1.82,4.55,245.45,pix,Diego
1077,2024-06-19,P001,1,3500,9.38,328.3,3171.7,pix,Bruno
1078,2024-06-19,P005,1,180,8.86,15.95,164.05,dinheiro,Bruno
1079,2024-06-20,P002,1,50,13.12,6.56,43.44,cartao_credito,Carla
1080,2024-06-20,P005,3,180,1.91,10.31,529.69,pix,Carla
1081,2024-06-20,P005,3,180,1.55,8.37,531.63,pix,Carla
1082,2024-06-20,P005,3,180,3.56,19.22,520.78,cartao_credito,Diego
1083,2024-06-20,P001,3,3500,13.24,1390.2,9109.8,cartao_credito,Diego
1084,2024-06-21,P005,1,180,11.84,21.31,158.69,cartao_credito,Carla
1085,2024-06-21,P002,1,50,6.8,3.4,46.6,cartao_credito,Diego
1086,2024-06-22,P001,2,3500,4.03,282.1,6717.9,dinheiro,Ana
1087,2024-06-22,P005,1,180,8.31,14.96,165.04,dinheiro,Carla
1088,2024-06-22,P001,3,3500,5.73,601.65,9898.35,dinheiro,Carla
1089,2024-06-22,P001,2,3500,5.9,413.0,6587.0,cartao_credito,Carla
1090,2024-06-22,P002,2,50,3.29,3.29,96.71,pix,Ana
1091,2024-06-22,P001,1,3500,7.48,261.8,3238.2,cartao_credito,Carla
1092,2024-06-22,P004,2,900,7.26,130.68,1669.32,pix,Ana
1093,2024-06-22,P004,3,900,0.2,5.4,2694.6,pix,Ana
1094,2024-06-22,P004,1,900,6.84,61.56,838.44,pix,Carla
1095,2024-06-22,P004,2,900,13.88,249.84,1550.16,cartao_credito,Diego
1096,2024-06-23,P005,3,180,5.22,28.19,511.81,dinheiro,Ana
1097,2024-06-23,P004,3,900,11.93,322.11,2377.89,cartao_credito,Diego
1098,2024-06-23,P005,2,180,5.59,20.12,339.88,cartao_credito,Ana
1099,2024-06-24,P003,2,250,0.0,0.0,500.0,cartao_credito,Diego
1100,2024-06-24,P001,2,3500,3.51,245.7,6754.3,cartao_credito,Carla
1101,2024-06-24,P003,1,250,6.17,15.42,234.57,pix,Bruno
1102,2024-06-24,P002,3,50,0.32,0.48,149.52,pix,Bruno
1103,2024-06-24,P003,3,250,7.45,55.88,694.12,dinheiro,Bruno
1104,2024-06-24,P001,1,3500,9.53,333.55,3166.45,pix,Ana
1105,2024-06-24,P001,3,3500,1.68,176.4,10323.6,cartao_credito,Carla
1106,2024-06-24,P005,3,180,1.99,10.75,529.25,dinheiro,Diego
1107,2024-06-24,P001,1,3500,1.36,47.6,3452.4,cartao_credito,Diego
1108,2024-06-24,P001,1,3500,6.86,240.1,3259.9,dinheiro,Carla
1109,2024-06-25,P005,2,180,9.33,33.59,326.41,pix,Bruno
1110,2024-06-25,P001,2,3500,7.3,511.0,6489.0,pix,Ana
1111,2024-06-25,P005,3,180,7.77,41.96,498.04,pix,Bruno
1112,2024-06-26,P004,2,900,8.59,154.62,1645.38,pix,Ana
1113,2024-06-26,P002,3,50,1.26,1.89,148.11,dinheiro,Carla
1114,2024-06-26,P003,2,250,7.72,38.6,461.4,pix,Ana
1115,2024-06-26,P002,3,50,3.13,4.7,145.31,dinheiro,Diego
1116,2024-06-26,P005,3,180,1.81,9.77,530.23,cartao_credito,Bruno
1117,2024-06-26,P005,2,180,4.14,14.9,345.1,dinheiro,Diego
1118,2024-06-26,P004,3,900,8.86,239.22,2460.78,cartao_credito,Ana
1119,2024-06-27,P004,1,900,1.23,11.07,888.93,pix,Carla
1120,2024-06-27,P004,1,900,2.55,22.95,877.05,dinheiro,Diego
1121,2024-06-27,P003,1,250,1.33,3.33,246.68,pix,Ana
1122,2024-06-27,P005,1,180,12.11,21.8,158.2,cartao_credito,Bruno
1123,2024-06-27,P001,1,3500,0.19,6.65,3493.35,pix,Carla
1124,2024-06-27,P002,3,50,2.68,4.02,145.98,pix,Ana
1125,2024-06-27,P005,2,180,0.04,0.14,359.86,dinheiro,Bruno
1126,2024-06-28,P005,3,180,0.66,3.56,536.44,dinheiro,Diego
1127,2024-06-28,P001,3,3500,0.2,21.0,10479.0,dinheiro,Ana
1128,2024-06-28,P003,3,250,2.27,17.03,732.98,pix,Bruno
1129,2024-06-28,P004,2,900,2.79,50.22,1749.78,dinheiro,Ana
1130,2024-06-28,P002,1,50,8.97,4.49,45.52,dinheiro,Ana
1131,2024-06-28,P003,1,250,12.32,30.8,219.2,cartao_credito,Carla
1132,2024-06-28,P003,3,250,7.75,58.12,691.88,dinheiro,Carla
1133,2024-06-29,P002,1,50,5.35,2.67,47.33,cartao_credito,Ana
1134,2024-06-29,P005,3,180,0.44,2.38,537.62,dinheiro,Ana
1135,2024-06-29,P003,1,250,3.68,9.2,240.8,dinheiro,Ana
1136,2024-06-29,P002,3,50,5.93,8.89,141.1,pix,Bruno
1137,2024-06-29,P002,1,50,9.26,4.63,45.37,pix,Bruno
1138,2024-06-29,P002,2,50,14.58,14.58,85.42,cartao_credito,Diego
1139,2024-06-29,P001,2,3500,9.13,639.1,6360.9,cartao_credito,Carla
1140,2024-06-29,P001,3,3500,5.5,577.5,9922.5,dinheiro,Bruno
1141,2024-06-29,P002,1,50,1.83,0.92,49.09,cartao_credito,Ana
1142,2024-06-29,P004,3,900,12.34,333.18,2366.82,cartao_credito,Bruno
1143,2024-06-30,P001,3,3500,2.9,304.5,10195.5,cartao_credito,Carla
1144,2024-06-30,P003,2,250,2.48,12.4,487.6,dinheiro,Carla
1145,2024-06-30,P004,1,900,9.37,84.33,815.67,pix,Diego
1146,2024-06-30,P001,1,3500,0.08,2.8,3497.2,dinheiro,Bruno
1147,2024-06-30,P002,3,50,8.9,13.35,136.65,dinheiro,Diego
1148,2024-06-30,P003,3,250,5.61,42.08,707.92,cartao_credito,Bruno
1149,2024-06-30,P003,3,250,2.87,21.52,728.48,dinheiro,Bruno
1150,2024-06-30,P005,1,180,14.82,26.68,153.32,cartao_credito,Carla
1151,2024-06-30,P004,1,900,4.68,42.12,857.88,dinheiro,Diego
1152,2024-06-30,P005,1,180,7.16,12.89,167.11,cartao_credito,Diego
1153,2024-07-01,P003,3,250,4.81,36.07,713.92,dinheiro,Ana
1154,2024-07-01,P001,2,3500,1.66,116.2,6883.8,cartao_credito,Carla
1155,2024-07-01,P004,1,900,1.05,9.45,890.55,pix,Ana
1156,2024-07-01,P003,1,250,6.04,15.1,234.9,dinheiro,Diego
1157,2024-07-01,P001,2,3500,4.32,302.4,6697.6,cartao_credito,Ana
1158,2024-07-01,P004,2,900,9.23,166.14,1633.86,dinheiro,Ana
1159,2024-07-01,P005,2,180,4.67,16.81,343.19,dinheiro,Carla
1160,2024-07-01,P005,1,180,9.14,16.45,163.55,dinheiro,Bruno
1161,2024-07-01,P001,3,3500,1.64,172.2,10327.8,pix,Diego
1162,2024-07-01,P005,2,180,7.72,27.79,332.21,dinheiro,Bruno
1163,2024-07-01,P003,3,250,9.29,69.67,680.33,dinheiro,Bruno
1164,2024-07-02,P004,2,900,12.69,228.42,1571.58,cartao_credito,Ana
1165,2024-07-02,P003,2,250,3.37,16.85,483.15,pix,Ana
1166,2024-07-02,P004,3,900,3.55,95.85,2604.15,pix,Diego
1167,2024-07-02,P002,2,50,7.04,7.04,92.96,dinheiro,Carla
1168,2024-07-03,P005,1,180,6.17,11.11,168.89,pix,Diego
1169,2024-07-03,P005,3,180,2.92,15.77,524.23,pix,Ana
1170,2024-07-03,P001,2,3500,3.49,244.3,6755.7,dinheiro,Bruno
1171,2024-07-03,P005,1,180,9.62,17.32,162.68,cartao_credito,Bruno
1172,2024-07-04,P002,2,50,9.21,9.21,90.79,dinheiro,Ana
1173,2024-07-04,P003,1,250,6.45,16.12,233.88,pix,Diego
1174,2024-07-04,P003,2,250,3.76,18.8,481.2,pix,Ana
1175,2024-07-04,P003,1,250,2.15,5.38,244.62,cartao_credito,Bruno
1176,2024-07-04,P002,2,50,9.24,9.24,90.76,dinheiro,Diego
1177,2024-07-04,P001,2,3500,11.15,780.5,6219.5,cartao_credito,Ana
1178,2024-07-05,P001,3,3500,3.7,388.5,10111.5,cartao_credito,Diego
1179,2024-07-05,P002,2,50,1.77,1.77,98.23,pix,Carla
1180,2024-07-05,P003,3,250,4.38,32.85,717.15,cartao_credito,Carla
1181,2024-07-05,P002,3,50,4.64,6.96,143.04,cartao_credito,Diego
1182,2024-07-05,P002,1,50,12.21,6.11,43.89,cartao_credito,Ana
1183,2024-07-05,P003,3,250,13.52,101.4,648.6,cartao_credito,Bruno
1184,2024-07-05,P004,3,900,6.18,166.86,2533.14,pix,Diego
1185,2024-07-05,P005,1,180,1.21,2.18,177.82,dinheiro,Bruno
1186,2024-07-05,P001,2,3500,3.73,261.1,6738.9,pix,Carla
1187,2024-07-05,P005,2,180,5.88,21.17,338.83,pix,Ana
1188,2024-07-05,P003,1,250,2.16,5.4,244.6,dinheiro,Ana
1189,2024-07-06,P003,1,250,9.54,23.85,226.15,pix,Bruno
1190,2024-07-06,P003,3,250,10.0,75.0,675.0,dinheiro,Bruno
1191,2024-07-06,P002,1,50,13.28,6.64,43.36,cartao_credito,Ana
1192,2024-07-06,P002,3,50,5.53,8.29,141.71,dinheiro,Bruno
1193,2024-07-07,P001,1,3500,3.2,112.0,3388.0,cartao_credito,Bruno
1194,2024-07-07,P002,3,50,9.12,13.68,136.32,pix,Diego
1195,2024-07-07,P004,3,900,8.6,232.2,2467.8,pix,Ana
1196,2024-07-07,P003,2,250,9.98,49.9,450.1,dinheiro,Diego
1197,2024-07-07,P003,3,250,0.25,1.88,748.12,dinheiro,Ana
1198,2024-07-08,P001,3,3500,13.04,1369.2,9130.8,cartao_credito,Ana
1199,2024-07-08,P001,3,3500,2.19,229.95,10270.05,pix,Diego
1200,2024-07-08,P001,2,3500,7.23,506.1,6493.9,pix,Ana
1201,2024-07-08,P005,1,180,6.12,11.02,168.98,dinheiro,Bruno
1202,2024-07-08,P002,3,50,11.29,16.93,133.06,cartao_credito,Bruno
1203,2024-07-08,P003,1,250,14.46,36.15,213.85,cartao_credito,Diego
1204,2024-07-08,P001,1,3500,11.16,390.6,3109.4,cartao_credito,Bruno
1205,2024-07-08,P002,1,50,3.11,1.55,48.45,cartao_credito,Carla
1206,2024-07-08,P005,2,180,12.42,44.71,315.29,cartao_credito,Ana
1207,2024-07-08,P002,3,50,6.83,10.24,139.75,cartao_credito,Bruno
1208,2024-07-08,P002,2,50,3.79,3.79,96.21,dinheiro,Carla
1209,2024-07-09,P004,2,900,7.75,139.5,1660.5,dinheiro,Ana
1210,2024-07-09,P003,3,250,11.54,86.55,663.45,cartao_credito,Carla
1211,2024-07-09,P002,2,50,8.28,8.28,91.72,dinheiro,Carla
1212,2024-07-09,P001,2,3500,9.85,689.5,6310.5,dinheiro,Ana
1213,2024-07-09,P001,2,3500,5.56,389.2,6610.8,dinheiro,Carla
1214,2024-07-09,P004,2,900,5.15,92.7,1707.3,dinheiro,Bruno
1215,2024-07-09,P001,3,3500,8.19,859.95,9640.05,dinheiro,Diego
1216,2024-07-09,P003,1,250,0.32,0.8,249.2,cartao_credito,Ana
1217,2024-07-10,P001,1,3500,5.18,181.3,3318.7,cartao_credito,Bruno
1218,2024-07-10,P001,1,3500,4.77,166.95,3333.05,pix,Bruno
1219,2024-07-10,P003,2,250,1.29,6.45,493.55,dinheiro,Bruno
1220,2024-07-10,P005,1,180,6.53,11.75,168.25,pix,Diego
1221,2024-07-10,P004,1,900,13.31,119.79,780.21,cartao_credito,Carla
1222,2024-07-10,P005,2,180,8.13,29.27,330.73,pix,Bruno
1223,2024-07-10,P001,2,3500,2.44,170.8,6829.2,cartao_credito,Bruno
1224,2024-07-10,P005,2,180,7.18,25.85,334.15,cartao_credito,Ana
1225,2024-07-11,P001,2,3500,4.1,287.0,6713.0,pix,Ana
1226,2024-07-11,P001,1,3500,0.09,3.15,3496.85,cartao_credito,Bruno
1227,2024-07-11,P002,1,50,0.62,0.31,49.69,pix,Bruno
1228,2024-07-11,P003,3,250,9.09,68.17,681.83,dinheiro,Ana
1229,2024-07-12,P004,2,900,2.23,40.14,1759.86,cartao_credito,Ana
1230,2024-07-12,P003,1,250,2.43,6.08,243.93,dinheiro,Bruno
1231,2024-07-12,P005,1,180,0.75,1.35,178.65,dinheiro,Diego
1232,2024-07-12,P003,1,250,5.89,14.72,235.28,cartao_credito,Bruno
1233,2024-07-12,P001,1,3500,0.34,11.9,3488.1,cartao_credito,Diego
1234,2024-07-12,P004,1,900,6.65,59.85,840.15,dinheiro,Carla
1235,2024-07-12,P004,1,900,9.6,86.4,813.6,dinheiro,Carla
1236,2024-07-12,P002,3,50,9.98,14.97,135.03,pix,Bruno
1237,2024-07-12,P003,2,250,8.18,40.9,459.1,pix,Bruno
1238,2024-07-12,P004,2,900,1.33,23.94,1776.06,dinheiro,Carla
1239,2024-07-12,P001,1,3500,1.86,65.1,3434.9,cartao_credito,Diego
1240,2024-07-13,P003,2,250,6.41,32.05,467.95,dinheiro,Bruno
1241,2024-07-13,P004,3,900,3.0,81.0,2619.0,pix,Carla
1242,2024-07-13,P004,3,900,9.59,258.93,2441.07,pix,Bruno
1243,2024-07-14,P003,2,250,6.97,34.85,465.15,cartao_credito,Carla
1244,2024-07-14,P005,1,180,6.23,11.21,168.79,cartao_credito,Diego
1245,2024-07-15,P005,2,180,5.75,20.7,339.3,dinheiro,Bruno
1246,2024-07-15,P003,3,250,5.25,39.38,710.62,pix,Bruno
1247,2024-07-15,P003,1,250,0.57,1.42,248.57,pix,Ana
1248,2024-07-15,P002,2,50,3.16,3.16,96.84,pix,Diego
1249,2024-07-15,P002,3,50,5.59,8.38,141.62,cartao_credito,Diego
1250,2024-07-15,P003,1,250,4.84,12.1,237.9,cartao_credito,Bruno
1251,2024-07-15,P001,3,3500,9.08,953.4,9546.6,cartao_credito,Carla
1252,2024-07-16,P003,3,250,8.76,65.7,684.3,cartao_credito,Diego
1253,2024-07-16,P005,2,180,1.23,4.43,355.57,cartao_credito,Ana
1254,2024-07-16,P002,2,50,7.15,7.15,92.85,pix,Ana
1255,2024-07-16,P004,3,900,4.87,131.49,2568.51,cartao_credito,Bruno
1256,2024-07-16,P002,3,50,13.23,19.84,130.16,cartao_credito,Ana
1257,2024-07-16,P001,3,3500,3.56,373.8,10126.2,dinheiro,Bruno
1258,2024-07-17,P004,2,900,4.5,81.0,1719.0,cartao_credito,Bruno
1259,2024-07-17,P002,1,50,4.09,2.04,47.95,pix,Bruno
1260,2024-07-17,P003,2,250,5.74,28.7,471.3,pix,Bruno
